StoreCode,Date,ChickenHuns,1pc,2 pc,3 pc,4 pc,8pc,8pc Meal,12 pc,12 pc Meal,16 pc,16 pc Meal,20 pc,20 pc Meal
C750001,20180221,20.625,23,61,10,0,29,1,7,1,4,0,1,1
C750001,20180222,18.125,19,78,5,0,23,3,14,0,9,1,0,0
C750001,20180223,14.875,16,68,8,0,34,1,10,2,7,1,1,0
C750001,20180224,25.875,17,48,4,0,29,2,9,1,5,1,0,0
C750001,20180225,24.5,21,43,6,0,27,3,14,1,5,1,0,0
C750001,20180226,18.5,24,48,6,0,10,0,8,0,5,0,0,0
C750001,20180227,10.25,30,63,4,0,3,2,6,1,2,1,1,0
C750001,20180228,8.875,17,59,2,0,4,2,8,2,3,1,3,0
C750001,20180301,34.875,17,80,10,0,5,2,5,1,10,0,0,0
C750001,20180302,32.375,25,68,8,0,7,4,12,3,3,0,0,0
C750001,20180303,25,21,53,6,0,1,0,6,1,6,1,0,0
C750001,20180304,14.625,23,46,6,0,4,0,7,0,3,0,0,2
C750001,20180305,12.625,21,61,3,0,6,4,8,0,0,0,1,0
C750001,20180306,15.75,20,72,6,0,3,0,7,1,1,0,0,0
C750001,20180307,18.375,25,53,9,0,5,3,3,3,1,0,1,0
C750001,20180308,9.625,28,58,4,0,7,1,3,4,2,1,0,1
C750001,20180309,24.875,23,64,3,0,4,4,8,1,2,2,0,0
C750001,20180310,14.875,17,42,4,0,5,0,5,1,4,0,1,0
C750001,20180311,10,11,54,2,0,6,0,8,3,5,0,0,0
C750001,20180312,18.875,11,62,4,0,8,1,7,2,4,2,1,0
C750001,20180313,12.125,21,47,1,0,0,2,6,2,3,1,0,2
C750001,20180314,22.25,20,65,3,0,3,2,3,2,6,0,0,0
C750001,20180315,14,15,68,1,0,7,1,5,0,9,0,0,0
C750001,20180316,24.125,19,64,3,0,7,2,4,2,6,0,0,2
C750001,20180317,20.125,20,43,0,0,5,1,2,1,3,0,0,1
C750001,20180318,10.25,18,47,0,0,2,1,7,0,5,1,0,0
C750001,20180319,12.625,0,44,4,0,8,1,5,6,2,1,0,0
C750001,20180320,15.375,0,45,3,0,7,1,2,2,0,1,0,0
C750001,20180321,15.875,0,52,12,0,7,2,7,1,8,0,0,0
C750001,20180322,18.875,0,57,5,0,5,2,6,3,4,0,0,0
C750001,20180323,28.25,0,55,6,0,7,2,10,1,1,1,2,0
C750001,20180324,21.375,0,47,1,0,2,2,8,2,4,1,0,1
C750001,20180325,12.625,0,37,0,0,7,1,6,3,7,0,1,1
C750001,20180326,5.5,0,58,1,0,4,4,3,0,2,2,0,0
C750001,20180327,-1.25,0,62,2,0,3,1,5,1,2,2,0,0
C750001,20180328,45.375,0,60,0,0,8,2,9,3,3,1,1,0
C750001,20180329,17.375,0,81,2,0,7,2,12,0,6,0,0,0
C750001,20180330,11.5,0,63,0,0,4,1,7,0,7,0,0,1
C750001,20180331,12.25,0,51,0,0,6,1,10,0,5,2,2,0
C750001,20180401,23,0,42,0,0,3,2,2,1,4,1,0,3
C750001,20180402,-4.5,0,63,0,0,7,2,3,1,7,2,1,0
C750001,20180403,23.375,0,67,0,0,9,0,8,3,3,1,2,0
C750001,20180404,11.25,0,76,0,0,6,2,4,1,6,0,0,0
C750001,20180405,22.375,0,60,1,0,1,3,6,1,1,0,0,0
C750001,20180406,-0.625,0,63,0,0,5,1,6,1,2,1,0,0
C750001,20180407,34.875,0,59,0,0,2,2,2,1,2,3,0,0
C750001,20180408,16.375,0,55,1,0,3,2,7,1,2,2,0,0
C750001,20180409,14.375,0,61,0,0,2,0,3,0,3,2,0,1
C750001,20180410,13.25,0,74,1,0,2,3,5,0,1,3,0,2
C750001,20180411,24.625,0,48,1,0,3,2,5,0,3,1,0,0
C750001,20180412,15.25,0,63,0,0,5,1,7,1,1,0,0,0
C750001,20180413,28.125,0,56,2,0,6,0,7,1,5,1,2,0
C750001,20180414,19.75,0,72,2,0,4,2,6,1,1,1,0,0
C750001,20180415,11.875,0,49,0,0,1,3,4,3,0,0,0,0
C750001,20180416,-6.125,0,71,0,0,0,1,7,2,4,0,0,0
C750001,20180417,42,0,39,3,0,8,2,1,0,1,1,0,0
C750001,20180418,18.625,0,50,1,0,6,0,6,1,1,0,0,0
C750001,20180419,4.75,0,67,4,0,6,0,1,0,5,1,0,0
C750001,20180420,26.875,0,62,0,0,7,1,9,1,1,2,0,1
C750001,20180421,19.75,0,57,2,0,4,2,2,2,3,0,3,0
C750001,20180422,15.375,0,60,5,0,4,1,5,2,3,2,0,2
C750001,20180423,8.875,25,57,3,0,4,1,2,0,1,0,0,1
C750001,20180424,14,24,64,2,0,2,2,5,1,2,1,0,0
C750001,20180425,19.5,23,77,1,0,0,0,3,5,5,0,0,0
C750001,20180426,22.125,27,78,1,0,3,3,9,0,2,2,0,3
C750001,20180427,24.75,32,55,2,0,3,2,3,1,0,0,1,0
C750001,20180428,18.25,24,54,4,0,4,1,2,1,3,0,0,1
C750001,20180429,20.375,26,41,1,0,2,1,5,3,4,0,1,0
C750001,20180430,11.875,17,66,0,0,6,0,4,0,2,0,0,0
C750001,20180501,18.625,24,64,4,0,5,1,10,1,3,1,0,0
C750001,20180502,12,42,64,4,0,6,1,3,2,2,2,0,0
C750001,20180503,30.875,32,76,14,0,8,1,7,0,6,0,0,0
C750001,20180504,22.875,29,68,14,0,2,0,5,4,5,0,0,1
C750001,20180505,22.875,15,39,5,0,2,0,2,1,0,1,1,0
C750001,20180506,31.125,19,48,14,0,3,0,12,2,2,0,0,0
C750001,20180507,20.375,28,55,9,0,7,2,7,1,4,0,0,1
C750001,20180508,22.875,22,57,5,0,3,2,5,2,4,0,0,2
C750001,20180509,29.25,21,75,15,0,0,2,7,0,7,1,0,0
C750001,20180510,-7.875,26,65,4,0,3,2,1,1,6,0,0,0
C750001,20180511,20.875,23,57,8,0,5,1,4,0,3,1,0,0
C750001,20180512,8.875,25,57,3,0,7,1,6,1,3,0,0,0
C750001,20180513,42.125,18,40,13,0,2,3,8,1,7,0,3,0
C750001,20180514,20.375,24,48,2,0,2,1,5,1,3,1,2,0
C750001,20180515,24.5,22,52,4,0,2,3,5,0,6,0,0,0
C750001,20180516,16.875,30,51,6,0,3,1,3,0,7,0,0,0
C750001,20180517,20.875,22,49,4,0,7,3,1,1,1,0,0,0
C750001,20180518,18.25,21,62,7,0,4,1,7,2,4,1,1,0
C750001,20180519,16,20,56,5,0,6,0,7,1,1,2,0,0
C750001,20180520,10.875,21,61,4,0,2,1,4,1,4,2,0,0
C750001,20180521,22.5,31,66,10,0,3,0,5,1,3,0,0,0
C750001,20180522,18.375,23,50,3,0,6,1,4,0,0,1,1,0
C750001,20180523,30.625,26,54,8,0,2,1,2,0,3,0,0,0
C750001,20180524,16,27,70,1,0,3,5,4,3,2,1,0,0
C750001,20180525,18.25,30,60,6,0,6,3,6,2,3,2,1,0
C750001,20180526,16,11,42,0,0,3,5,10,3,7,1,1,0
C750001,20180527,15.75,24,44,3,0,3,3,2,2,0,1,0,0
C750001,20180528,14.25,10,36,1,0,5,0,8,1,4,0,1,0
C750001,20180529,18,23,55,9,0,3,0,6,1,1,0,1,0
C750001,20180530,11.125,28,61,6,0,3,1,5,2,0,1,0,0
C750001,20180531,23.25,25,72,7,0,4,3,6,1,3,0,0,0
C750001,20180601,16.875,21,68,4,0,2,2,5,4,5,1,2,0
C750001,20180602,17.875,19,64,3,0,3,1,5,3,2,1,0,1
C750001,20180603,17,25,62,3,0,3,2,5,1,5,0,0,0
C750001,20180604,17.125,27,64,2,0,0,4,4,1,2,1,0,0
C750001,20180605,5.875,19,57,7,0,4,1,5,1,4,0,1,0
C750001,20180606,16.625,20,65,5,0,3,1,5,1,5,0,1,0
C750001,20180607,24.375,19,80,4,0,5,2,5,2,5,0,0,0
C750001,20180608,-5.875,18,73,2,0,3,1,4,1,5,0,0,1
C750001,20180609,29.125,16,61,5,0,6,0,8,0,5,0,0,2
C750001,20180610,28.625,27,46,2,0,4,1,1,2,3,1,1,0
C750001,20180611,16.875,18,58,2,0,2,2,4,0,1,1,0,0
C750001,20180612,15.25,25,61,3,0,6,1,6,3,3,0,1,2
C750001,20180613,23.5,41,73,2,0,3,1,4,0,3,2,0,0
C750001,20180614,16.625,43,81,4,0,3,3,3,0,5,0,0,0
C750001,20180615,11,17,49,8,0,2,4,7,2,4,1,1,0
C750001,20180616,12,12,42,5,0,3,3,6,3,7,0,0,0
C750001,20180617,20,13,54,2,0,1,2,3,2,4,2,0,2
C750001,20180618,15.625,21,68,1,0,3,0,5,2,3,0,0,0
C750001,20180619,11.875,19,44,2,0,0,3,3,1,4,0,0,0
C750001,20180620,25.5,29,72,10,0,1,1,9,3,6,1,0,0
C750001,20180621,16,18,56,3,0,8,5,5,0,2,0,0,0
C750001,20180622,11.125,21,57,5,0,1,0,4,0,3,0,0,1
C750001,20180623,14,15,55,2,0,3,0,5,0,3,1,0,0
C750001,20180624,0,24,44,0,0,3,1,2,0,2,1,1,0
C750001,20180625,12.625,21,38,4,0,3,0,4,1,1,0,0,0
C750001,20180626,10.5,21,61,9,0,3,2,3,1,3,1,1,0
C750001,20180627,18.75,34,62,3,0,6,1,5,1,2,1,0,0
C750001,20180628,18.625,27,75,12,0,5,3,12,5,5,0,1,0
C750001,20180629,13,29,71,19,0,6,2,6,3,8,4,0,0
C750001,20180630,12.875,28,62,9,0,5,2,8,2,4,0,1,3
C750001,20180701,32.5,31,52,5,0,5,0,3,0,9,0,0,0
C750001,20180702,9.375,11,66,8,0,7,2,7,4,3,1,0,0
C750001,20180703,13.125,23,63,10,0,5,3,8,5,6,0,0,0
C750001,20180704,30.875,16,46,6,0,7,8,5,2,7,2,1,2
C750001,20180705,28.125,26,60,5,0,4,0,8,9,3,2,0,1
C750001,20180706,14.5,12,58,9,0,4,1,6,1,6,1,0,0
C750001,20180707,14.375,13,57,13,0,2,2,6,1,6,0,0,4
C750001,20180708,24.5,18,44,9,0,6,1,3,1,8,1,0,0
C750001,20180709,11.75,21,76,6,0,2,1,6,0,4,0,0,0
C750001,20180710,12.625,18,38,13,0,2,0,11,0,4,2,1,2
C750001,20180711,13.5,13,55,11,0,4,3,5,2,1,1,0,0
C750001,20180712,18.875,27,58,6,0,7,1,4,2,2,1,0,1
C750001,20180713,21.5,17,53,13,0,4,1,5,5,4,2,2,1
C750001,20180714,10,14,42,2,0,2,2,7,4,6,3,0,0
C750001,20180715,13.375,20,53,8,0,4,1,6,2,3,3,0,1
C750001,20180716,14.875,28,57,9,0,1,1,6,1,6,1,0,0
C750001,20180717,16.125,20,70,7,0,9,1,3,1,3,1,0,0
C750001,20180718,12.375,19,68,3,0,3,2,6,1,2,1,0,0
C750001,20180719,-3.125,20,73,5,0,3,1,5,2,6,0,0,2
C750001,20180720,38.375,25,60,6,0,4,5,6,2,2,2,0,0
C750001,20180721,14.5,20,70,5,0,3,0,6,2,0,0,0,1
C750001,20180722,12.125,23,50,15,0,5,2,5,1,8,1,0,4
C750001,20180723,15.375,13,53,4,0,3,2,4,1,4,2,1,0
C750001,20180724,14.375,25,59,6,0,2,2,6,1,1,2,0,0
C750001,20180725,16,22,62,6,0,4,2,6,0,7,1,0,0
C750001,20180726,10,24,68,4,0,7,0,4,2,5,2,1,1
C750001,20180727,16,25,77,11,0,3,2,4,2,5,1,0,2
C750001,20180728,9.25,12,61,3,0,4,1,4,2,9,0,1,4
C750001,20180729,16,23,58,7,0,1,2,6,3,5,0,0,0
C750001,20180730,6.5,0,60,4,0,1,1,3,3,4,1,0,1
C750001,20180731,8.5,0,53,3,0,2,2,4,0,3,2,1,0
C750001,20180801,22.875,0,88,5,0,0,1,3,2,0,0,1,0
C750001,20180802,17.5,0,61,5,0,1,0,3,1,7,0,1,0
C750001,20180803,17.75,0,67,6,0,5,3,5,1,3,0,0,2
C750001,20180804,17.25,0,70,4,0,3,1,2,3,2,4,0,3
C750001,20180805,7.625,0,59,5,0,1,3,3,1,3,0,0,0
C750001,20180806,14,0,60,2,0,1,1,1,2,7,0,0,0
C750001,20180807,13.125,0,57,7,0,5,1,5,1,4,0,0,0
C750001,20180808,17.125,0,59,3,0,4,2,3,1,5,0,1,0
C750001,20180809,16.5,0,69,4,0,4,3,3,5,4,1,2,0
C750001,20180810,23.75,0,65,2,0,9,1,8,2,2,1,1,0
C750001,20180811,21.5,0,36,0,0,2,4,2,2,2,0,0,0
C750001,20180812,14.75,0,60,0,0,0,2,5,2,5,1,0,0
C750001,20180813,8.25,0,64,1,0,9,4,8,1,4,0,0,0
C750001,20180814,34.125,0,47,4,0,4,1,2,1,1,0,0,2
C750001,20180815,14.375,0,53,6,0,3,2,7,1,4,0,0,0
C750001,20180816,10.625,0,55,5,0,5,3,6,0,3,1,2,0
C750001,20180817,27.25,0,63,1,0,1,2,4,4,2,3,0,0
C750001,20180818,22.5,0,57,1,0,3,1,2,1,2,4,0,0
C750001,20180819,13.875,0,37,6,0,1,4,4,2,2,0,0,0
C750001,20180820,0.75,0,66,2,0,3,1,3,2,4,0,0,0
C750001,20180821,22.25,0,50,5,0,1,2,6,5,2,0,2,1
C750001,20180822,8.25,0,61,6,0,3,2,3,1,2,0,0,0
C750001,20180823,26.125,0,70,8,0,1,1,5,0,5,0,0,0
C750001,20180824,17.875,0,59,4,0,4,2,4,5,2,2,2,1
C750001,20180825,15.375,0,51,1,0,1,3,5,2,4,1,0,0
C750001,20180826,12.125,0,48,0,0,1,1,5,1,2,2,0,1
C750001,20180827,13.875,0,46,3,0,0,2,3,3,1,0,3,0
C750001,20180828,12.875,0,45,3,0,2,2,6,0,2,0,0,0
C750001,20180829,10.375,0,76,2,0,3,0,4,4,1,0,1,0
C750001,20180830,7.375,0,56,2,0,0,1,4,2,3,0,1,0
C750001,20180831,16.125,0,64,3,0,4,3,8,0,6,0,1,0
C750001,20180901,10.375,0,49,0,0,1,0,6,5,5,1,0,2
C750001,20180902,21.625,0,62,1,0,0,1,3,1,4,2,0,1
C750001,20180903,11.5,0,41,0,0,2,2,5,1,3,3,0,0
C750001,20180904,19.25,0,60,1,0,3,2,3,1,5,0,1,0
C750001,20180905,12.875,0,40,2,0,1,2,3,2,5,0,0,0
C750001,20180906,17.5,0,60,3,0,0,1,5,2,3,0,0,0
C750001,20180907,12.375,0,57,1,0,2,1,5,1,6,1,0,0
C750001,20180908,9.75,0,36,2,0,1,4,1,0,2,1,0,2
C750001,20180909,3.25,0,40,3,0,2,0,2,1,3,0,0,1
C750001,20180910,16.625,0,55,0,0,1,3,3,2,2,1,0,1
C750001,20180911,13.25,0,68,2,0,3,0,1,1,1,1,0,2
C750001,20180912,8,0,74,5,0,2,3,4,1,1,0,0,0
C750001,20180913,19.875,0,65,3,0,1,1,1,0,1,0,0,0
C750001,20180914,24.75,0,70,4,0,3,3,2,2,3,3,0,0
C750001,20180915,15.625,0,66,3,0,0,4,7,1,5,1,0,2
C750001,20180916,7.125,0,50,0,0,0,3,2,3,1,0,0,0
C750001,20180917,13.75,0,47,1,0,1,1,6,0,2,2,1,1
C750001,20180918,11.25,0,64,5,0,0,1,3,1,3,0,0,0
C750001,20180919,14.25,0,56,4,0,3,3,2,3,2,2,0,1
C750001,20180920,24.75,0,76,4,0,1,1,4,3,2,0,0,1
C750001,20180921,20.5,0,66,2,0,3,1,7,1,3,1,0,0
C750001,20180922,17.125,0,57,0,0,2,3,2,5,5,0,0,0
C750001,20180923,11.5,0,47,0,0,2,3,2,2,1,0,0,0
C750001,20180924,-4.375,0,53,3,0,3,0,3,1,1,1,0,1
C750001,20180925,22.5,0,59,0,0,2,1,7,2,2,1,1,0
C750001,20180926,9.875,0,50,1,0,1,4,3,2,3,1,0,0
C750001,20180927,11.625,0,56,7,0,0,1,4,3,5,0,0,1
C750001,20180928,15.625,0,57,9,0,2,1,17,0,5,0,0,0
C750001,20180929,16.625,0,54,7,0,2,1,7,1,1,0,1,0
C750001,20180930,21,0,54,7,0,1,2,5,1,8,1,0,0
C750001,20181110,-12.5,21,75,0,0,3,0,7,1,2,2,1,2
C750001,20181111,32.25,34,94,0,0,1,6,5,2,9,3,0,0
C750001,20181112,21.875,40,108,5,0,1,1,9,1,6,1,0,0
C750001,20181113,8,49,93,7,0,1,3,6,1,9,0,0,2
C750001,20181114,43,34,88,9,0,2,4,10,2,3,1,0,1
C750001,20181115,24.875,37,71,6,0,0,2,8,4,3,0,0,0
C750001,20181116,19.375,30,107,4,0,2,5,3,1,9,1,0,0
C750001,20181117,22.625,25,109,2,0,7,2,5,2,3,0,2,1
C750001,20181118,38.125,29,69,0,0,2,4,4,1,3,0,0,0
C750001,20181119,18.25,53,69,5,0,1,1,7,1,7,2,0,0
C750001,20181120,11,54,109,5,0,5,2,5,0,5,1,0,0
C750001,20181121,24.625,22,70,1,0,3,5,10,0,4,1,2,0
C750001,20181123,26.75,12,61,3,0,0,2,7,0,1,1,0,0
C750001,20181124,21.375,18,74,6,0,2,1,3,2,0,1,1,0
C750001,20181125,20.125,18,55,0,0,0,2,0,1,3,0,0,0
C750001,20181126,21.125,23,70,1,0,3,2,8,0,2,0,0,0
C750001,20181127,13.625,27,68,1,0,3,6,6,0,2,0,0,0
C750001,20181128,24.125,40,92,1,0,1,2,2,2,0,0,0,0
C750001,20181129,34.875,28,82,0,0,1,1,4,0,3,4,0,0
C750001,20181130,20.625,21,85,2,0,1,3,15,2,2,1,1,0
C750001,20181201,0.75,33,74,0,0,3,1,5,2,4,0,0,2
C750001,20181202,39,20,64,0,0,1,1,4,1,4,1,1,3
C750001,20181203,20.375,43,89,0,0,4,1,5,2,3,1,1,0
C750001,20181204,12.875,40,63,1,0,0,2,6,1,0,0,0,0
C750001,20181205,-4.625,20,73,0,0,2,2,5,3,5,0,0,0
C750001,20181206,42.125,20,70,0,0,1,5,7,3,1,0,0,0
C750001,20181207,18.125,34,86,0,0,7,2,8,2,4,0,1,0
C750001,20181208,12.5,30,83,0,0,1,1,3,3,2,0,0,0
C750001,20181209,28,21,58,0,0,5,0,6,0,4,1,2,1
C750001,20181210,16.625,30,85,0,0,4,0,5,1,3,0,0,0
C750001,20181211,17.875,24,63,0,0,1,4,4,2,2,1,0,0
C750001,20181212,30.25,43,91,0,0,3,3,4,1,2,1,0,0
C750001,20181213,35.875,28,72,0,0,4,4,6,1,2,0,0,0
C750001,20181214,19.5,31,92,0,0,7,3,10,3,8,1,1,0
C750001,20181215,16.375,21,61,0,0,3,2,5,2,7,1,1,0
C750001,20181216,14.875,25,57,0,0,1,2,3,3,3,0,0,0
C750001,20181217,16.125,30,80,0,0,2,2,4,3,1,0,0,0
C750001,20181218,14.5,29,76,0,0,0,2,5,2,3,0,0,0
C750001,20181219,12.375,30,72,1,0,1,1,4,3,0,0,0,1
C750001,20181220,26.25,26,79,0,0,4,2,3,3,3,0,1,1
C750001,20181221,-508.5,32,80,0,0,5,2,9,2,6,2,1,1
C750001,20181222,551,33,100,0,0,4,1,9,1,3,0,6,0
C750001,20181223,13.5,22,73,1,0,1,4,4,0,2,0,1,0
C750001,20181224,5.125,15,52,0,0,2,3,9,4,7,0,1,0
C750001,20181226,8.875,11,65,0,0,1,2,3,1,3,3,0,2
C750001,20181227,14.625,16,57,0,0,3,3,3,2,4,1,0,0
C750001,20181228,9.875,34,66,0,0,4,1,6,1,9,1,1,0
C750001,20181229,15.75,15,56,0,0,4,1,4,0,5,2,0,0
C750001,20181230,15.5,18,51,0,0,3,0,8,0,3,2,0,0
C750001,20181231,22.625,23,62,0,0,1,8,9,2,4,0,0,0
C750001,20190101,18.75,13,37,0,0,3,0,3,2,3,1,0,0
C750001,20190102,26.875,28,60,0,0,6,1,3,0,1,2,0,0
C750001,20190103,18.625,28,101,0,0,2,3,1,2,4,1,0,1
C750001,20190104,22.75,27,77,0,0,0,2,1,1,5,2,0,0
C750001,20190105,28.5,26,65,1,0,3,4,4,2,1,0,0,0
C750001,20190106,13.875,18,41,0,0,3,2,7,0,1,1,0,0
C750001,20190107,20,21,62,0,0,1,2,3,1,2,0,0,0
C750001,20190108,26.125,22,57,0,0,2,0,7,0,4,2,0,3
C750001,20190109,23.875,31,54,0,0,2,1,1,3,1,0,0,0
C750001,20190110,20.625,27,73,0,0,3,0,1,2,3,0,0,0
C750001,20190111,12.875,25,80,0,0,2,4,6,2,5,0,0,1
C750001,20190112,20.125,26,64,0,0,1,1,3,1,8,2,1,0
C750001,20190113,25.5,25,49,0,0,1,3,2,0,2,0,1,0
C750001,20190114,13.75,27,45,0,0,2,3,4,1,0,0,1,0
C750001,20190115,10.25,26,58,0,0,2,4,1,1,1,0,0,0
C750001,20190116,23.75,20,58,0,0,2,2,2,2,2,0,0,0
C750001,20190117,11.5,21,53,0,0,2,0,4,2,1,0,2,0
C750001,20190118,12.875,17,77,0,0,4,2,4,0,3,1,0,0
C750001,20190119,27.75,35,51,0,0,1,3,3,0,2,1,0,0
C750001,20190120,18.625,24,47,0,0,0,1,3,0,4,0,1,1
C750001,20190121,16.625,10,46,0,0,1,2,2,2,3,0,0,1
C750001,20190122,9.625,23,47,5,1,1,2,5,1,1,1,0,0
C750001,20190123,15.125,24,59,16,4,1,5,3,1,2,1,0,0
C750001,20190124,16.625,27,63,2,5,4,5,5,3,3,1,0,0
C750001,20190125,15.75,28,45,6,0,2,2,6,4,4,2,0,1
C750001,20190126,18.25,31,39,7,5,3,1,2,4,2,1,0,0
C750001,20190127,10.5,25,50,8,1,3,4,4,1,3,0,0,0
C750001,20190128,14.375,28,62,5,7,0,1,3,2,0,1,1,0
C750001,20190129,20.75,12,45,10,2,4,3,4,1,2,0,1,0
C750001,20190130,15.875,29,66,8,5,1,5,2,1,2,0,0,0
C750001,20190131,16.125,26,54,7,3,0,3,8,2,4,1,0,0
C750001,20190201,18.625,27,55,10,2,6,8,10,1,0,0,0,0
C750001,20190202,19.375,27,47,6,4,2,1,4,1,7,1,1,0
C750001,20190203,15.25,23,33,2,5,2,1,7,4,5,1,1,0
C750001,20190204,23.375,28,42,7,4,1,2,5,0,5,0,1,1
C750001,20190205,22.25,24,38,10,5,2,1,4,0,2,1,0,0
C750001,20190206,10.625,29,52,10,3,0,0,1,1,2,0,1,1
C750001,20190207,16.375,31,60,9,6,1,5,2,3,0,1,0,0
C750001,20190208,14.625,29,52,16,2,2,1,7,0,2,0,0,0
C750001,20190209,31.375,19,53,7,3,1,3,5,4,3,0,0,0
C750001,20190210,20.875,21,45,7,2,2,1,8,3,3,1,1,0
C750001,20190211,14.125,24,32,5,3,2,3,5,1,1,0,0,0
C750001,20190212,20.875,31,37,8,2,2,0,4,0,4,1,0,2
C750001,20190213,17.625,27,64,12,2,1,2,1,2,5,1,0,0
C750001,20190214,17.875,23,40,3,1,1,6,6,2,4,0,0,0
C750001,20190215,15.625,25,46,9,2,1,3,7,2,4,0,0,1
C750001,20190216,14.25,27,47,11,0,2,5,2,2,4,1,0,0
C750001,20190217,17.5,16,44,4,0,4,3,6,0,2,0,0,0
C750001,20190218,13.875,21,58,7,4,2,3,1,2,0,0,1,0
C750001,20190219,21.625,30,36,4,2,2,1,7,2,0,0,0,0
C750001,20190220,19.75,31,56,12,5,0,2,7,1,1,1,0,0
C750001,20190221,15.625,32,58,6,2,3,2,7,1,1,0,1,0
C750001,20190222,12.25,23,44,11,2,1,2,8,0,5,0,0,0
C750001,20190223,15.375,25,52,3,5,5,3,7,0,5,2,0,0
C750001,20190224,18,15,34,5,1,0,1,9,1,2,1,0,0
C750001,20190225,25.375,46,45,5,5,1,1,5,1,3,1,0,1
C750001,20190226,9.625,19,52,12,8,1,8,7,0,3,0,0,0
C750001,20190227,18.875,41,54,8,3,4,1,8,0,5,0,1,1
C750001,20190228,15.5,40,53,5,7,1,7,10,0,1,2,0,0
C750001,20190301,17.25,45,59,11,2,2,2,9,2,8,2,0,0
C750001,20190302,24.5,25,53,7,2,4,3,5,2,4,1,0,6
C750001,20190303,15.25,32,45,11,2,0,0,6,1,4,1,1,0
C750001,20190304,11,39,56,7,2,3,2,2,1,6,0,0,0
C750001,20190305,10.125,31,69,12,10,1,2,3,2,4,1,0,0
C750001,20190306,7,29,46,9,1,2,1,4,5,2,0,0,0
C750001,20190307,14.75,40,38,3,5,0,2,6,0,4,1,0,0
C750001,20190308,27.625,20,39,9,2,2,4,4,4,5,1,0,0
C750001,20190309,20.125,26,45,10,5,1,4,5,1,7,1,0,0
C750001,20190310,11.375,22,41,3,2,3,1,9,1,1,0,0,0
C750001,20190311,16.625,38,43,9,7,1,1,4,2,6,1,0,0
C750001,20190312,9.875,25,73,9,5,0,2,3,2,2,0,0,0
C750001,20190313,14.625,32,47,7,4,2,4,4,2,5,1,0,0
C750001,20190314,7.75,29,51,8,5,0,6,3,2,5,1,0,0
C750001,20190315,19.25,39,55,7,3,0,2,3,3,2,0,0,0
C750001,20190316,12.875,19,50,4,4,1,4,4,2,6,0,0,0
C750001,20190317,12.25,24,44,7,2,0,2,6,2,3,1,0,0
C750001,20190318,13.375,30,51,7,4,1,1,4,5,1,0,1,0
C750001,20190319,21.375,34,58,2,5,1,1,5,0,1,0,0,0
C750001,20190320,5.875,38,44,8,3,1,4,5,2,1,0,0,0
C750001,20190321,11.75,35,61,11,1,3,5,2,0,3,0,0,0
C750001,20190322,16.875,22,43,11,4,4,2,3,3,5,0,0,0
C750001,20190323,10.75,21,49,2,3,5,1,8,2,7,1,0,0
C750001,20190324,11.625,41,60,3,3,2,4,6,2,4,1,0,0
C750001,20190325,18.5,23,78,5,3,3,1,4,2,2,1,0,0
C750001,20190326,21.5,34,57,11,5,0,1,2,0,4,1,0,0
C750001,20190327,15.625,33,57,5,4,3,3,6,3,4,0,0,1
C750001,20190328,15.5,38,58,6,2,6,0,11,4,2,0,0,0
C750001,20190329,13.125,36,61,8,10,5,5,7,3,3,0,0,0
C750001,20190330,7.875,28,41,2,1,2,1,7,3,3,3,0,0
C750001,20190331,15.875,30,42,5,3,5,2,9,1,2,1,0,1
C750001,20190401,17.875,49,57,8,5,1,3,7,1,5,0,0,0
C750001,20190402,13.5,30,69,0,5,0,6,5,2,1,1,0,0
C750001,20190403,20,33,77,6,2,4,4,6,0,3,1,0,0
C750001,20190404,7.75,30,44,6,3,2,7,5,2,2,1,0,0
C750001,20190405,26.375,21,57,6,2,5,1,9,2,10,2,0,0
C750001,20190406,13.75,23,38,8,7,6,2,6,5,3,0,0,0
C750001,20190407,20.875,25,33,7,3,4,2,6,0,8,4,0,0
C750001,20190408,8.5,24,61,3,2,5,2,5,1,5,0,0,0
C750001,20190409,8.25,28,44,4,5,2,1,5,2,0,0,0,2
C750001,20190410,11.375,35,53,7,5,2,2,6,2,1,1,0,0
C750001,20190411,12.875,24,42,10,4,3,3,6,1,4,2,0,0
C750001,20190412,21.75,28,59,2,2,8,3,5,2,3,0,0,0
C750001,20190413,16.625,15,50,2,5,6,3,9,0,3,2,0,0
C750001,20190414,8.5,39,28,6,6,3,1,5,0,2,0,0,0
C750001,20190415,8.875,19,42,7,6,7,1,8,1,7,2,0,1
C750001,20190416,16,33,55,5,6,2,2,7,2,2,2,0,0
C750001,20190417,18,33,46,5,2,1,6,6,3,2,1,1,0
C750001,20190418,10.75,33,55,10,2,4,5,8,1,3,0,0,0
C750001,20190419,20.5,28,49,6,5,1,5,8,0,7,2,0,0
C750001,20190420,16.875,18,44,13,4,5,5,8,0,5,5,2,1
C750001,20190421,28.25,18,46,4,3,4,7,14,3,6,3,0,1
C750001,20190422,10.75,33,55,10,3,1,1,2,0,1,2,0,0
C750001,20190423,16.5,24,39,10,3,4,1,3,1,2,0,2,0
C750001,20190424,24.875,29,69,12,4,3,7,6,2,3,0,0,0
C750001,20190425,18.625,29,42,7,5,2,2,10,3,1,1,0,0
C750001,20190426,19.875,14,41,5,0,9,5,10,0,6,4,0,0
